"規制番号","座標","警察署名","交差点名称","制御種別","制御機形式","警交仕規","メーカー補足","製造会社名","製造番号","製造年月","道路別","設置場所"
"260054","34.427612,132.745291","東広島","朝日町通り","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T96008","2024年12月","市道","東広島市西条朝日町6番48号先"
"260055","34.446617,132.709775","東広島","下田橋東","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","","コイト電工株式会社","4L2615","2024年11月","Ｒ４８６","東広島市八本松東3丁目2番8号先"
"260056","34.427936,132.743152","東広島","東広島芸術文化ホール前","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","","コイト電工株式会社","4L2870","2024年11月","県道１９５号（西条停車場）","東広島市西条栄町7番19号先"
"260057","34.410345,132.713824","東広島","広大北入口","プロ多/親","ＵＣ形交通信号制御機","第２３２号","VT-3405P","パナソニック株式会社","9L0562","2009年11月","県道３３２号（吉川西条）","東広島市西条下見5丁目1番2号先"
"260058","34.405758,132.716678","東広島","広大前交番","プロ多/親","ＵＣ形交通信号制御機","第２３２号","VT-3405A","パナソニック株式会社","9L0563","2009年11月","市道","東広島市鏡山北351番地5先"
"260059","34.445949,132.713947","東広島","東広島流通センター","地域/直接","交通信号制御機(S9-TCU)","第1012号「版6」","","コイト電工株式会社","4L2618","2024年11月","Ｒ４８６","東広島市八本松東2丁目21番16号先"
"260060","34.448949,132.712277","東広島","川上交番前","プロ多/親","ＵＣ形交通信号制御機","第２３２号","VT-3405P","パナソニック株式会社","9L0564","2009年11月","県道８０号（東広島向原）","東広島市八本松町飯田2丁目16-3"
"260061","34.447878,132.698302","東広島","飯田工業団地入口","地域/直接","交通信号制御機(S9-TCU)","第1012号「版6」","","コイト電工株式会社","4L2617","2024年11月","Ｒ４８６","東広島市八本松東7丁目12番13号先"
"260062","34.39973,132.757865","東広島","早稲木（東）","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T96055","2024年12月","Ｒ２","東広島市西条町御薗宇730番地24先"
"260063","34.427846,132.752085","東広島","仲伏沖","地域/直接","交通信号制御機(UD-RTR)","第1012号「版6」","","日本信号株式会社","K0000004","2024年11月","Ｒ３７５","東広島市西条土与丸1丁目4番北東角先"
"260064","34.427852,132.748113","東広島","上市町","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T96064","2024年12月","市道","東広島市西条上市町6番1号先"
"260065","34.447181,132.659305","東広島","志和インター入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000215","2024年7月","Ｒ２","東広島市志和町七条椛坂87番地2先"
"260067","34.452276,132.769646","東広島","稲木","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号「版6」","KS-17GL","コイト電工株式会社","5K2458","2025年10月","Ｒ３７５","東広島市高屋町稲木277番地3先"
"260068","34.432092,132.754454","東広島","藤田沖","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","","日本信号株式会社","K0000001","2024年11月","Ｒ３７５","東広島市西条土与丸2丁目2番32号先"
"260069","34.390213,132.712845","東広島","西中郷","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000014","2011年1月","県道６７号（馬木八本松）","東広島市西条町田口1,197番地1先"
"260070","34.380347,132.710416","東広島","郷田小学校前","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000015","2011年1月","県道６７号（馬木八本松）","東広島市西条町郷曽1,133番地先"
"260071","34.390849,132.71896","東広島","東中郷","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR41","株式会社京三製作所","TX2517","2014年8月","県道３３１号（下三永吉川）","東広島市西条町田口1,759番地3先"
"260072","34.39724,132.717224","東広島","ががら","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR40","株式会社京三製作所","TX2964","2014年8月","市道","東広島市鏡山1丁目4番南東角先"
"260073","34.437401,132.755044","東広島","中川","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","","日本信号株式会社","K0000005","2024年11月","Ｒ３７５","東広島市西条町吉行886番地1先"
"260074","34.487339,132.76429","東広島","造賀バイパス（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000059","2014年2月","Ｒ３７５","東広島市高屋町造賀2,756番地先"
"260075","34.452535,132.786663","東広島","東広島ニュ－タウン入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR61","株式会社京三製作所","T23686","2017年8月","県道１９４号（西高屋停車場）","東広島市高屋町杵原1,108番地15先"
"260076","34.401698,132.755083","東広島","早稲木","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T96053","2024年12月","Ｒ２","東広島市西条町御薗宇3,761番地5先"
"260077","34.418756,132.738362","東広島","江熊","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T96044","2024年12月","県道１９５号（西条停車場）","東広島市西条中央3丁目26番21号先"
"260078","34.421489,132.739731","東広島","西条小学校（西）","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T96041","2024年12月","県道１９５号（西条停車場）","東広島市西条中央2丁目1番1号先"
"260079","34.41417,132.735814","東広島","御薗宇ランプ","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T96042","2024年12月","県道１９５号（西条停車場）","東広島市西条中央6丁目31番4号先"
"260080","34.437977,132.693341","東広島","七ツ池","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T34810","2018年8月","県道６７号（馬木八本松）","東広島市八本松南2丁目1番南西角先"
"260081","34.44476,132.682722","東広島","溝迫","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000218","2024年7月","Ｒ２","東広島市八本松西3丁目11番8号先"
"260082","34.417588,132.72635","東広島","下見（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T34812","2018年8月","県道３３２号（吉川西条）","東広島市西条町下見4,219番地1先"
"260083","34.417335,132.725829","東広島","下見（南）","プロ多/連","灯器連動","灯器連動","LTC-AR71","株式会社京三製作所","T34812","2018年8月","県道３３２号（吉川西条）","東広島市西条町下見4,221番地1先"
"260084","34.424385,132.714671","東広島","前谷（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T34803","2018年8月","市道","東広島市西条町寺家1,904番地7先"
"260085","34.424139,132.714235","東広島","前谷（南）","プロ多/連","灯器連動","灯器連動","LTC-AR71","株式会社京三製作所","T34803","2018年8月","市道","東広島市西条町寺家1,985番地1北東方30メートル先"
"260086","34.397544,132.763247","東広島","東広島駅入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000002","2019年10月","Ｒ２","東広島市西条町下三永1,076番地1北東方60メートル先"
"260087","34.44462,132.830466","東広島","白市駅（西）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T34814","2018年8月","県道５９号（東広島本郷忠海）","東広島市高屋町小谷3,299番地1先"
"260088","34.391191,132.673979","東広島","吉川","単独プロ多","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TU1902","2013年9月","県道３３１号（下三永吉川）","東広島市八本松町吉川1,471番地先"
"260089","34.457877,132.773551","東広島","杵原","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000004","2019年10月","Ｒ３７５","東広島市高屋町杵原934番地先"
"260090","34.416671,132.749973","東広島","円城寺入口","地域/直接","交通信号制御機(UD-RTR)","第1012号「版6」","","日本信号株式会社","K0000003","2024年11月","Ｒ３７５（バイパス）","東広島市西条町御薗宇6,461番地3先"
"260091","34.414919,132.74992","東広島","上戸","地域/直接","交通信号制御機(UD-RTR)","第1012号「版6」","","日本信号株式会社","K0000002","2024年11月","Ｒ３７５（バイパス）","東広島市西条町御薗宇6,280番地1先"
"260092","34.429104,132.756372","東広島","土与丸橋南詰","地域/直接","交通信号制御機(UD-RTR)","第1012号「版6」","","日本信号株式会社","K0000001","2024年11月","Ｒ３７５（バイパス）","東広島市西条町土与丸1,549番地南西方30メートル先"
"260093","34.426503,132.756906","東広島","吉土実","地域/直接","交通信号制御機(S9-TCU)","第1012号「版6」","","日本信号株式会社","K0000003","2024年11月","Ｒ３７５（バイパス）","東広島市西条町土与丸1,237番地1先"
"260094","34.422629,132.754204","東広島","宮の前","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","","日本信号株式会社","K0000001","2024年12月","Ｒ３７５（バイパス）","東広島市西条町助実1,516番地1先"
"260095","34.470999,132.636084","東広島","西志和小学校前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000054","2019年10月","県道８３号（志和インター）","東広島市志和町七条椛坂1,640番地3先"
"260096","34.462281,132.664221","東広島","椛坂","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000051","2019年10月","県道４６号（東広島白木）","東広島市志和町七条椛坂2,057番地7先"
"260097","34.393284,132.67092","東広島","吉川小学校前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T54480","2020年8月","県道３３５号（津江八本松）","東広島市八本松町吉川78番地先"
"260098","34.504213,132.667974","東広島","志和掘（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T54569","2020年8月","県道３３号（瀬野川福富本郷）","東広島市志和町志和堀3,503番地1先"
"260099","34.461799,132.647702","東広島","志和インター（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T54574","2020年8月","県道８３号（志和インター）","東広島市志和町冠160番地1先"
"260100","34.462489,132.792306","東広島","高美が丘小学校前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","2J2132","2022年9月","市道","東広島市高屋高美が丘4丁目1番1号先"
"260101","34.459011,132.790938","東広島","高美が丘中学校前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","2J2133","2022年9月","市道","東広島市高屋高美が丘1丁目1番1号先"
"260102","34.445801,132.781244","東広島","高屋西小学校入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T54573","2020年8月","県道５９号（東広島本郷忠海）","東広島市高屋町大畠499番地21先"
"260103","34.405571,132.712676","東広島","広大郵便局前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T54740","2020年8月","市道","東広島市鏡山1丁目1番3号先"
"260104","34.444986,132.680221","東広島","八本松交番前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000217","2024年7月","Ｒ２","東広島市八本松西3丁目2番1号先"
"260105","34.40868,132.715031","東広島","下見中央","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1H1837","2021年8月","市道","東広島市西条下見6丁目10番4号先"
"260106","34.387897,132.760108","東広島","東広島駅前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1H1841","2021年8月","県道３２号（安芸津下三永）","東広島市三永2丁目6番30号先"
"260107","34.428196,132.733487","東広島","賀茂高等学校（北）","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2016年7月","県道３３２号（吉川西条）","東広島市西条西本町14番51号先"
"260108","34.386346,132.75683","東広島","安芸津分かれ","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","2H2091","2022年8月","県道３２号（安芸津下三永）","東広島市西条町下三永2,094番地1先"
"260109","34.446403,132.789116","東広島","中島","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000168","2023年9月","県道５９号（東広島本郷忠海）","東広島市高屋町中島435番地2先"
"260110","34.423579,132.741322","東広島","西条昭和町（南）","地域/直接","交通信号制御機(S9-TCU)","第1012号「版6」","","コイト電工株式会社","4L2713","2024年11月","県道１９５号（西条停車場）","東広島市西条昭和町10番8号先"
"260111","34.405464,132.714574","東広島","広大中央（西）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000002","2016年7月","市道","東広島市鏡山1丁目2番先"
"260112","34.419622,132.736512","東広島","江熊（西）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0001002","2023年9月","市道","東広島市西条中央7丁目1番12号先"
"260113","34.405269,132.749582","東広島","御薗宇","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T92285","2024年12月","Ｒ３７５","東広島市西条町御薗宇7,204番地5先"
"260114","34.407245,132.750521","東広島","御薗宇（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T92123","2024年12月","Ｒ３７５（バイパス）","東広島市西条町御薗宇4,405番地南東角先"
"260115","34.409769,132.750923","東広島","上戸（南）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T92128","2024年12月","Ｒ３７５（バイパス）","東広島市西条町御薗宇5,168番地1南西角先"
"260116","34.473026,132.679833","東広島","今坂","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号「版6」","KS-17GL","コイト電工株式会社","5K2676","2025年10月","県道４６号（東広島白木）","東広島市志和町志和東1,657番地先"
"260117","34.44785,132.788952","東広島","正原橋西詰","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","1G1466","2001年6月","県道１９４号（西高屋停車場）","東広島市高屋町杵原1,335番地先"
"260118","34.397876,132.763299","東広島","東広島駅入口（北）","プロ多/連","灯器連動","灯器連動","","日本信号株式会社","K0000002","2019年10月","Ｒ２","東広島市西条町下三永225番地2先"
"260119","34.389927,132.763509","東広島","東広島駅（東）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2023年9月","県道３２号（安芸津下三永）","東広島市三永1丁目10番20号先"
"260120","34.45735,132.713998","東広島","正力南","単独半感","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y740840","2002年8月","県道８０号（東広島向原）","東広島市八本松町正力1,992番地先"
"260121","34.433444,132.759291","東広島","吉行工業団地","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y740839","2002年8月","市道","東広島市西条吉行東1丁目4番37号先"
"260122","34.430157,132.743822","東広島","西条駅南口","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2H2045","2002年8月","県道１９５号（西条停車場）","東広島市西条本町11番22号先"
"260123","34.455665,132.772405","東広島","昭和台団地入口","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2G1913","2002年7月","Ｒ３７５","東広島市高屋町杵原957-1先"
"260124","34.424308,132.730784","東広島","寺西東","単独押ボ","ＵＣ形押ボタン式交通信号制御機","第２３３号","","小糸工業株式会社","2C0731","2002年7月","県道３３２号（吉川西条）","東広島市西条町西条東907-1先"
"260125","34.405016,132.739678","東広島","中筋（南）","単独半感","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2H2058","2003年1月","Ｒ３７５","東広島市西条町御薗宇2,533番地1先"
"260126","34.395936,132.762769","東広島","下三永（西）","単独半感","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2H2061","2003年2月","県道３２号（安芸津下三永）","東広島市西条町下三永1,048番地3南東方40メートル先"
"260127","34.418552,132.734647","東広島","三ツ城小学校入口","単独半感","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2H2060","2003年2月","市道","東広島市西条中央7丁目14番34号先"
"260128","34.432289,132.734488","東広島","西条東北町","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2G1760","2003年2月","県道３３２号（吉川西条）","東広島市西条東北町2-14先"
"260129","34.449546,132.788198","東広島","西本橋","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","3B0472","2003年2月","県道１９４号（西高屋停車場）","東広島市高屋町杵原1,345-1先"
"260130","34.406354,132.720871","東広島","鏡山２丁目","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","4B0386","2004年2月","市道","東広島市西条町鏡山2丁目812-62北方50メートル先"
"260131","34.388606,132.703889","東広島","田口","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","3F1350","2003年11月","県道３３１号（下三永吉川）","東広島市西条町田口32番地南方30メートル先"
"260132","34.428058,132.739937","東広島","西条西本町","単独押ボ","ＵＣ形押ボタン式交通信号制御機","第２３３号","","小糸工業株式会社","3L2417","2003年11月","市道","東広島市西条町西本町28-6先"
"260133","34.405002,132.708421","東広島","下見７丁目","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y000226","2004年7月","県道６７号（馬木八本松）","東広島市西条下見7丁目2番30号先"
"260134","34.406892,132.7078","東広島","下見","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","4G1416","2004年7月","県道６７号（馬木八本松）","東広島市西条町下見4,584番地1先"
"260135","34.413201,132.705402","東広島","若宮神社前","プロ多/親","Ｕ形交通信号制御機","第２３１号","","小糸工業株式会社","4G1415","2004年7月","県道６７号（馬木八本松）","東広島市西条町下見487番地4先"
"260136","34.400718,132.708445","東広島","二神山","単独半感","Ｕ形交通信号制御機","第２３１号","","日本信号株式会社","Y000227","2004年7月","県道６７号（馬木八本松）","東広島市西条町田口603番地107先"
"260137","34.39784,132.738132","東広島","広島中央サイエンスパーク入口","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y072514","2005年2月","Ｒ３７５","東広島市西条町鏡山3丁目12番15号北東方50メートル先"
"260138","34.400046,132.741351","東広島","御薗宇小学校北","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y072513","2005年2月","Ｒ３７５（御薗宇バイパス）","東広島市西条町御薗宇8,529番地3先"
"260139","34.4278,132.756931","東広島","吉土実（北）","地域/連動","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y070172","2005年2月","Ｒ３７５（バイパス）","東広島市西条町土与丸1,513番地1先"
"260140","34.449805,132.658509","東広島","志和インター入口（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000017","2024年7月","県道８３号（志和インター）","東広島市志和町七条椛坂502番地41先"
"260142","34.323684,132.672198","東広島","楢原","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","K0000002","2010年7月","Ｒ３７５","東広島市黒瀬町川角579番地3先"
"260143","34.341476,132.699388","東広島","賀茂医療センター入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TQ9452","2012年9月","Ｒ３７５","東広島市黒瀬町南方793番地先"
"260144","34.332048,132.685605","東広島","黒瀬中学校入口","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","K0072350","2006年2月","Ｒ３７５","東広島市黒瀬町大多田2,112番地先"
"260145","34.53916,132.780887","東広島","寺郷","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TN8973","2012年1月","Ｒ３７５","東広島市福富町久芳3,694-3先"
"260146","34.47019,132.888387","東広島","農協会館前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000057","2014年2月","Ｒ４３２","東広島市河内町中河内787-10先"
"260147","34.566719,132.81035","東広島","乃美","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR41","株式会社京三製作所","TX2520","2014年8月","Ｒ３７５","東広島市豊栄町乃美3,358番地1先"
"260148","34.513069,132.78325","東広島","新大渡橋北詰","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1H1838","2021年8月","Ｒ３７５","東広島市福富町上戸野2,040番地2先"
"260149","34.572665,132.826933","東広島","清武","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1H1844","2021年8月","Ｒ３７５","東広島市豊栄町清武49番地4先"
"260150","34.321276,132.670081","東広島","黒瀬郵便局前","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","K0000003","2010年7月","Ｒ３７５","東広島市黒瀬町菅田374番地1先"
"260151","34.347367,132.709891","東広島","上黒瀬","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TQ9481","2012年9月","Ｒ３７５","東広島市黒瀬町宗近柳国925番地先"
"260152","34.474689,132.869507","東広島","上河内","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1H1839","2021年8月","Ｒ４３２","東広島市河内町上河内199番地1先"
"260153","34.576601,132.829032","東広島","宮の首","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1H1840","2021年8月","Ｒ３７５","東広島市豊栄町清武464番地2先"
"260154","34.320092,132.669111","東広島","上保田","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","K0000009","2010年7月","Ｒ３７５","東広島市黒瀬町上保田281-1先"
"260155","34.325842,132.677496","東広島","丸山","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000221","2024年8月","Ｒ３７５","東広島市黒瀬町丸山1,295番地先"
"260156","34.470902,132.888676","東広島","東広島市役所河内支所前","単独押ボ","ＵＣ形押ボタン式交通信号制御機","第２３３号","","日本信号株式会社","Y963810","2004年3月","Ｒ４３２","東広島市河内町中河内1,179-2先"
"260157","34.325163,132.67572","東広島","東広島市役所黒瀬支所前","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","K0000001","2010年7月","Ｒ３７５","東広島市黒瀬町丸山1,362番地5先"
"260158","34.474461,132.873917","東広島","河内中学校前","単独半感","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","K0635614","2008年8月","Ｒ４３２","東広島市河内町中河内1,757先"
"260159","34.350618,132.71498","東広島","国近","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TQ8441","2012年9月","Ｒ３７５","東広島市黒瀬町国近3,149番地1先"
"260160","34.325384,132.665634","東広島","土井原","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000016","2011年1月","県道３４号（矢野安浦）","東広島市黒瀬町樽原640番地先"
"260161","34.331364,132.658808","東広島","春日野１丁目","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TU1883","2013年9月","県道３４号（矢野安浦）","東広島市黒瀬町春日野1丁目9番1号先"
"260162","34.432303,132.879809","東広島","河内インター入口","単独プロ多","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000058","2013年2月","Ｒ４３２","東広島市河内町入野1,297番地5先"
"260163","34.442075,132.859881","東広島","新岡広橋東詰","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000040","2015年8月","Ｒ４３２","東広島市河内町入野2,782番地5先"
"260164","34.568196,132.823572","東広島","豊栄小学校入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000052","2019年10月","Ｒ３７５","東広島市豊栄町鍛治屋576番地4先"
"260165","34.334487,132.690198","東広島","門前神社入口","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","コイト電工株式会社","2H2092","2022年8月","Ｒ３７５","東広島市黒瀬町乃美尾1,692番地1先"
"260166","34.322995,132.667192","東広島","黒瀬中央橋北詰","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000061","2019年12月","県道３４号（矢野安浦）","東広島市黒瀬町楢原8番1号先"
"260167","34.460063,132.852813","東広島","入野駅前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T34811","2018年8月","Ｒ４３２","東広島市河内町入野827番地2先"
"260168","34.337389,132.661996","東広島","鷹原","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000173","2024年8月","市道","東広島市黒瀬楢原東2丁目21番25号先"
"260169","34.332601,132.687347","東広島","大多田","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y727383","2002年7月","Ｒ３７５","東広島市黒瀬町乃美尾362-1先"
"260170","34.346567,132.707635","東広島","柳国駐在所前","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y727381","2002年7月","Ｒ３７５","東広島市黒瀬町宗近柳国974先"
"260171","34.333435,132.649365","東広島","鷹ノ巣","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y727382","2002年7月","県道３４号（矢野安浦）","東広島市黒瀬町兼広881番地10先"
"260172","34.543138,132.782436","東広島","久芳小学校北","単独押ボ","ＵＣ形押ボタン式交通信号制御機","第２３３号","","日本信号株式会社","Y727384","2002年7月","Ｒ３７５","東広島市福富町久芳2,865番地1先"
"260173","34.342103,132.684213","東広島","消防南分署前","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y958783","2004年2月","県道３３８号（吉川大多田）","東広島市黒瀬町大多田1,496-5先"
"260174","34.316614,132.812873","東広島","榊山","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号「版6」","KS-17GL","コイト電工株式会社","5K2459","2025年10月","Ｒ１８５","東広島市安芸津町三津1,649番地5先"
"260175","34.316583,132.821329","東広島","安芸津東浜","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","コイト電工株式会社","2B0674","2012年2月","Ｒ１８５","東広島市安芸津町三津4,058番地24先"
"260176","34.314471,132.803756","東広島","金丸","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000018","2024年8月","Ｒ１８５","東広島市安芸津町風早3,206番地先"
"260177","34.288529,132.788702","東広島","小松原小学校前","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","コイト電工株式会社","2H2093","2022年8月","Ｒ１８５","東広島市安芸津町小松原609番地1先"
"260178","34.316328,132.809141","東広島","安芸津中学校正門前","単独押ボ","ＵＣ形押ボタン式交通信号制御機","第２３３号","LTC-SN22","株式会社京三製作所","X29435","1997年11月","Ｒ１８５","東広島市安芸津町風早3,111番地2北東方25メートル先"
"260179","34.317411,132.819261","東広島","安芸津駅南口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号「版6」","KS-17GL","コイト電工株式会社","5K2677","2025年10月","Ｒ１８５","東広島市安芸津町三津4,175番地8先"
"260180","34.320219,132.814815","東広島","東広島市安芸津支所北","単独プロ多","ＵＣ形交通信号制御機","第２３２号","LTC-SN21R","株式会社京三製作所","X60955","2003年11月","県道３２号（安芸津下三永）","東広島市安芸津町三津4,422番地5先"
"260181","34.313573,132.792263","東広島","風早小学校前","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","日本信号株式会社","K0000010","2020年10月","県道３５３号（内海三津）","東広島市安芸津町風早789番地先"
