"規制番号","座標","警察署名","交差点名称","制御種別","制御機形式","警交仕規","メーカー補足","製造会社名","製造番号","製造年月","道路別","設置場所"
"10001","34.39332,132.47501","広島南","的場","地域/直接","交通信号制御機(UD-TTR)","第1012号「版4」","KS-17L","コイト電工株式会社","8B0736","2018年2月","県道３７号（広島三次）","広島市南区的場町1丁目7番1号先"
"10002","34.39379,132.463512","広島中央","八丁堀","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","Ⅹ３","パナソニック株式会社","0A0592","2010年1月","県道１６４号（広島海田）","広島市中区八丁堀15番南東角先"
"10003","34.393454,132.464817","広島中央","流川通北口","地域/直接","Ｕ形交通信号制御機(UD-RTR)","第２３１号","Ⅹ３","パナソニック株式会社","0A0309","2010年1月","県道１６４号（広島海田）","広島市中区幟町13番南西角先"
"10004","34.392555,132.471751","広島南","稲荷町","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3401","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0491","2011年3月","県道１６４号（広島海田）","広島市南区稲荷町4番1号先"
"10005","34.393133,132.467685","広島中央","弥生通北口","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","Ⅹ３","パナソニック株式会社","0A0594","2010年1月","県道１６４号（広島海田）","広島市中区橋本町10番南西角先"
"10006","34.388204,132.461823","広島中央","三川町","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","Ⅹ３","パナソニック株式会社","0A0307","2010年1月","市道","広島市中区三川町9番12号南西方50メートル先"
"10007","34.394295,132.477684","広島南","荒神","地域/直接","Ｕ形交通信号制御機(U)","第２３１号","VT-3401","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0486","2011年3月","県道１６４号（広島海田）","広島市南区荒神町3番南西角先"
"10008","34.389378,132.486873","広島南","大州１丁目","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR71","株式会社京三製作所","T39642","2018年12月","県道１６４号（広島海田）","広島市南区大州1丁目8番北西角先"
"10009","34.396355,132.474779","広島南","広島駅前","地域/直接","交通信号制御機(UD-TTR)","第1012号「版4」","","コイト電工株式会社","8J2516","2018年9月","県道３７号（広島三次）","広島市南区松原町9番1号東角先"
"10010","34.385259,132.461002","広島中央","保健所前","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100578","2011年1月","市道","広島市中区富士見町11番27号先"
"10011","34.382904,132.46837","広島南","比治山橋東詰","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR70","株式会社京三製作所","T27003","2018年12月","県道３７号（広島三次）","広島市南区比治山本町16番1号先"
"10012","34.387289,132.494008","広島南","大州４丁目","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR71","株式会社京三製作所","T39611","2018年12月","県道１６４号（広島海田）","広島市南区大州4丁目9番南西角先"
"10013","34.391299,132.476043","広島南","大正橋","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T38472","2018年12月","県道３７号（広島三次）","広島市南区的場町2丁目6番10号先"
"10014","34.384341,132.461341","広島中央","竹屋町１番","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR70","株式会社京三製作所","T26999","2018年12月","市道","広島市中区竹屋町1番北西角先"
"10015","34.387382,132.464962","広島中央","田中町","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","S2：TSC-2350","住友電気工業株式会社","100580","2011年1月","市道","広島市中区田中町5番7号南西方50メートル先"
"10016","34.390706,132.471137","広島南","松川町","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3401","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0495","2011年3月","市道","広島市南区松川町3番29号先"
"10017","34.404502,132.465465","広島中央","白島","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000002","2022年9月","県道３７号（広島三次）","広島市中区東白島町19番1号先"
"10018","34.397834,132.464756","広島中央","女学院前","地域/直接","ＵＣ形交通信号制御機(U)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1A0750","2011年1月","市道","広島市中区上幟町12番南西角先"
"10019","34.384564,132.484227","広島南","比治山小学校前","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1J1550","2011年9月","市道","広島市南区上東雲町30番北西角先"
"10020","34.40523,132.462558","広島中央","白島小学校北","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000001","2018年10月","県道８４号（東海田広島）","広島市中区東白島町19番71号先"
"10021","34.383898,132.465488","広島中央","昭和町（東）","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000001","2012年12月","市道","広島市中区昭和町2番北西角先"
"10022","34.388281,132.466622","広島中央","東平塚町","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100581","2011年1月","市道","広島市中区東平塚町4番北東角先"
"10023","34.398069,132.463703","広島中央","上八丁堀","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1A0746","2011年1月","市道","広島市中区上八丁堀8番南西角先"
"10024","34.392914,132.463249","広島中央","胡町通り","地域/直接","Ｕ形交通信号制御機(S9-TCU)","第２３１号","Ⅹ３","パナソニック株式会社","0A0310","2010年1月","市道","広島市中区胡町5番南西角先"
"10025","34.392298,132.463062","広島中央","堀川町","地域/直接","Ｕ形交通信号制御機(UD-RTR)","第２３１号","Ⅹ３","パナソニック株式会社","0A0306","2010年1月","市道","広島市中区堀川町4番南西角先"
"10026","34.391317,132.462766","広島中央","新天地","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","Ⅹ３","パナソニック株式会社","0A0585","2010年1月","市道","広島市中区新天地1番15号先"
"10027","34.395841,132.475722","広島南","広島駅前（東）","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","LTC-AR81","株式会社京三製作所","T93360","2025年2月","県道３７号（広島三次）","広島市南区松原町5番1号北東角先"
"10028","34.397097,132.473418","広島南","広島駅前（西）","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3401","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","0B0489","2011年3月","県道３７号（広島三次）","広島市南区松原町9番北西角先"
"10029","34.393801,132.476234","広島南","荒神三差路","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0782","2011年3月","県道３７号（広島三次）","広島市南区西荒神町1番36号先"
"10030","34.394885,132.47362","広島南","駅前大橋南詰","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3401","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0494","2011年3月","市道","広島市南区的場町1丁目1番25号先"
"10031","34.393274,132.466142","広島中央","薬研堀通北","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","Ⅹ３","パナソニック株式会社","0A0593","2010年1月","県道１６４号（広島海田）","広島市中区幟町14番南西角先"
"10032","34.393183,132.467205","広島中央","銀山町電停","地域/連動","灯器連動","灯器連動","Ⅹ３","パナソニック株式会社","0A0594","2010年1月","県道１６４号（広島海田）","広島市中区幟町15番南西角先"
"10033","34.399886,132.465379","広島中央","縮景園前","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1A0755","2011年1月","市道","広島市中区上八丁堀4番北東角先"
"10034","34.400138,132.464411","広島中央","検察庁前","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1B0638","2021年2月","市道","広島市中区上八丁堀2番南東角先"
"10036","34.382473,132.461974","広島中央","南竹屋町","地域/直接","ＵＣ形交通信号制御機(UD-RTR)","第２３２号","S1：TSC-2150","住友電気工業株式会社","090844","2009年12月","Ｒ２","広島市中区南竹屋町1番30号先"
"10037","34.395519,132.464039","広島中央","京橋通り入口","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1A0751","2011年1月","市道","広島市中区鉄砲町7番北西角先"
"10038","34.384154,132.463094","広島中央","昭和町（西）","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000004","2012年12月","市道","広島市中区昭和町4番20号先"
"10039","34.410094,132.468024","広島東","牛田大橋北詰","地域/直接","交通信号制御機(UD-TTR)","第1012号","","日本信号株式会社","K0000001","2018年10月","県道３７号（広島三次）","広島市東区牛田本町3丁目8番11号先"
"10040","34.397889,132.471899","広島南","駅南口第３駐輪場前","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3401","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0492","2011年3月","県道３７号（広島三次）","広島市南区松原町10番23号先"
"10041","34.398513,132.471421","広島南","栄橋東詰","地域/連動","灯器連動","灯器連動","VT-3401","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1B0492","2011年3月","県道３７号（広島三次）","広島市南区大須賀町14番20号先"
"10042","34.394063,132.462436","広島中央","八丁堀西","地域/直接","Ｕ形交通信号制御機(S9-TCU)","第２３１号","Ⅹ３","パナソニック株式会社","0A0308","2010年1月","県道１６４号（広島海田）","広島市中区胡町6番北西角先"
"10043","34.39734,132.447031","広島中央","十日市","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","S2：TSC-2350","住友電気工業株式会社","100647","2011年1月","Ｒ１８３","広島市中区榎町1番1号先"
"10044","34.39528,132.457656","広島中央","紙屋町","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3400","パナソニック株式会社","9N0290","2009年12月","Ｒ５４","広島市中区紙屋町2丁目1番北東角先"
"10045","34.389796,132.455801","広島中央","白神社前","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","パナソニック株式会社","9N0576","2009年12月","Ｒ５４","広島市中区大手町3丁目1番北東角北東方55メートル先"
"10046","34.39359,132.457078","広島中央","本通","地域/直接","Ｕ形交通信号制御機(S9-TCU)","第２３１号","VT-3401","パナソニック株式会社","9N0292","2009年12月","Ｒ５４","広島市中区紙屋町2丁目3番北東角先"
"10047","34.38334,132.453642","広島中央","鷹野橋","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","S2：TSC-2350","住友電気工業株式会社","100574","2011年1月","市道","広島市中区千田町1丁目3番北西角先"
"10048","34.392129,132.446009","広島中央","小網町","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100657","2011年1月","市道","広島市中区舟入町1番1号先"
"10049","34.388561,132.436097","広島西","観音本町","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","S1：TSC-2050","住友電気工業株式会社","090831","2009年12月","Ｒ２","広島市西区観音本町2丁目7番東角先"
"10050","34.384322,132.445793","広島中央","住吉橋西","プロ多/親","ＵＣ形交通信号制御機","第２３２号","VT-3405P","パナソニック株式会社","0J0654","2010年8月","市道","広島市中区舟入本町1番10号先"
"10051","34.38467,132.454025","広島中央","広島市役所前","地域/直接","交通信号制御機(UD-RTR)","第1012号","S3：TSC-3052","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","200289","2020年10月","Ｒ２","広島市中区大手町5丁目1番1号先"
"10052","34.379571,132.404831","広島西","草津橋","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000016","2020年11月","Ｒ２","広島市西区草津東2丁目16番南角先"
"10053","34.383571,132.448638","広島中央","住吉町南","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T38500","2018年12月","市道","広島市中区住吉町12番北西角先"
"10054","34.396658,132.451749","広島中央","相生橋西詰","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100651","2011年1月","Ｒ１８３","広島市中区本川町1丁目1番北東角先"
"10055","34.381369,132.455515","広島中央","日赤原爆病院前","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100575","2011年1月","県道２４３号（広島港）","広島市中区千田町1丁目12番北角先"
"10056","34.409384,132.452756","広島西","横川町３丁目","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR41","株式会社京三製作所","TW3883","2014年2月","Ｒ１８３","広島市西区横川町3丁目6番南西角先"
"10057","34.386249,132.443103","広島中央","舟入本町","地域/直接","Ｕ形交通信号制御機(UD-RTR)","第２３１号","S1：TSC-2050","住友電気工業株式会社","090837","2009年12月","Ｒ２","広島市中区舟入本町6番北東角先"
"10058","34.387355,132.43169","広島西","広島スタジアム入口","地域/直接","ＵＣ形交通信号制御機(UD-RTR)","第２３２号","S1：TSC-2150","住友電気工業株式会社","090830","2009年12月","Ｒ２","広島市西区南観音町20番南東角先"
"10059","34.391576,132.423413","広島西","西広島バイパス入口","地域/直接","交通信号制御機(UD-TTR)","第1012号","","日本信号株式会社","K0000001","2012年12月","Ｒ２","広島市西区庚午北1丁目5番19号先"
"10060","34.415806,132.454716","広島西","三篠町３丁目","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR41","株式会社京三製作所","TW3880","2014年2月","Ｒ１８３","広島市西区三篠町3丁目5番南西角先"
"10061","34.378813,132.457277","広島中央","千田町２丁目","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T38478","2018年12月","県道２４３号（広島港）","広島市中区千田町2丁目1番南東角先"
"10062","34.391046,132.451029","広島中央","平和記念公園前","地域/直接","Ｕ形交通信号制御機(UD-RTR)","第２３１号","","日本信号株式会社","K0975231","2009年12月","市道","広島市中区中島町2番北東角北東方60メートル先"
"10063","34.409192,132.450246","広島西","横川駅前","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR40","株式会社京三製作所","TW3885","2014年2月","Ｒ１８３","広島市西区横川町3丁目12番北西角先"
"10064","34.409271,132.451208","広島西","横川駅（東）","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR41","株式会社京三製作所","TW3884","2014年2月","Ｒ１８３","広島市西区横川町3丁目5番南西角先"
"10065","34.38515,132.448627","広島中央","住吉町","地域/直接","Ｕ形交通信号制御機(UD-RTR)","第２３１号","S1：TSC-2050","住友電気工業株式会社","090839","2009年12月","Ｒ２","広島市中区住吉町3番北東角先"
"10066","34.385335,132.44614","広島中央","新住吉橋西","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S1：TSC-2150","住友電気工業株式会社","090838","2009年12月","Ｒ２","広島市中区舟入本町1番1号先"
"10067","34.41097,132.453159","広島西","三篠町１丁目","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR41","株式会社京三製作所","TW3882","2014年2月","Ｒ１８３","広島市西区三篠町1丁目3番17号先"
"10068","34.378795,132.427169","広島西","広島ヘリポート入口","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR40","株式会社京三製作所","TZ9557","2016年2月","県道２６２号（南観音観音）","広島市西区観音新町2丁目1番北東角先"
"10069","34.397247,132.428979","広島西","西広島駅前","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR60","株式会社京三製作所","T13588","2017年1月","市道","広島市西区己斐本町1丁目14番南角先"
"10070","34.394758,132.446349","広島中央","堺町２丁目１番","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100653","2011年1月","県道２６５号（伴広島）","広島市中区堺町2丁目1番南東角先"
"10071","34.393356,132.439936","広島西","東観音町","地域/直接","交通信号制御機(UD-TTR)","第1012号","","コイト電工株式会社","4A0369","2014年1月","市道","広島市西区東観音町3番17号北方50メートル先"
"10072","34.383692,132.45803","広島中央","国泰寺","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S1：TSC-2150","住友電気工業株式会社","090843","2009年12月","Ｒ２","広島市中区国泰寺町1丁目9番12号先"
"10073","34.379186,132.449137","広島中央","羽衣町交番前","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR71","株式会社京三製作所","T39614","2018年12月","市道","広島市中区羽衣町9番北西角先"
"10074","34.396694,132.438755","広島西","広島西郵便局前","地域/直接","交通信号制御機(S9-TCU)","第1012号","","コイト電工株式会社","4A0365","2014年1月","県道２６５号（伴広島）","広島市西区天満町5番南東角先"
"10075","34.397578,132.458493","広島中央","市民病院前","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","VT-3405","ﾊﾟﾅｿﾆｯｸSSｲﾝﾌﾗｼｽﾃﾑ株式会社","1A0744","2011年1月","Ｒ５４（祇園新道）","広島市中区基町7番33号先"
"10076","34.382877,132.413926","広島西","庚午三差路","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR61","株式会社京三製作所","T18656","2017年1月","Ｒ２","広島市西区庚午中1丁目19番17号先"
"10077","34.369573,132.446907","広島中央","吉島交番前","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000009","2019年11月","市道","広島市中区吉島西3丁目16番35号先"
"10078","34.394364,132.461261","広島中央","立町電停","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","VT-3405","パナソニック株式会社","0A0591","2010年1月","県道１６４号（広島海田）","広島市中区立町1番北西角先"
"10079","34.393916,132.43718","広島西","西観音町電停東","地域/直接","交通信号制御機(UD-RTR)","第1012号","","コイト電工株式会社","4A0364","2014年1月","市道","広島市西区観音町16番17号南方30メートル先"
"10080","34.409075,132.454928","広島西","楠木町１丁目１０番","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR41","株式会社京三製作所","TV2044","2014年2月","県道８４号（東海田広島）","広島市西区楠木町1丁目10番北西角先"
"10081","34.375309,132.459658","広島中央","御幸橋西詰","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","","コイト電工株式会社","5B0793","2025年2月","県道２４３号（広島港）","広島市中区千田町3丁目15番1号先"
"10082","34.472592,132.443359","安佐南","安小学校南","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","LTC-AR32","株式会社京三製作所","TT7376","2013年10月","市道","広島市安佐南区上安2丁目7番13号先"
"10083","34.39607,132.440819","広島西","天満小学校南","プロ多/連","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T31923","2018年2月","県道２６５号（伴広島）","広島市西区天満町13番1号先"
"10084","34.379327,132.452529","広島中央","南大橋東詰","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR70","株式会社京三製作所","T26995","2018年12月","市道","広島市中区千田町2丁目5番44号先"
"10085","34.401122,132.448184","広島中央","寺町電停","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","S2：TSC-2350","住友電気工業株式会社","100644","2011年1月","Ｒ１８３","広島市中区十日市町2丁目2番北西角先"
"10086","34.39136,132.449861","広島中央","西平和大橋東詰","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","LTC-AR81","株式会社京三製作所","T87889","2023年11月","市道","広島市中区中島町2番21号北方50メートル先"
"10087","34.391642,132.448535","広島中央","西平和大橋西詰","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100656","2011年1月","市道","広島市中区河原町1番1号北東方60メートル先"
"10088","34.38806,132.419044","広島西","庚午北２丁目１７番","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR61","株式会社京三製作所","T18666","2017年1月","Ｒ２","広島市西区庚午北2丁目17番10号先"
"10089","34.381676,132.410496","広島西","庚午中３丁目","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000003","2020年11月","Ｒ２","広島市西区庚午中3丁目12番南東角先"
"10090","34.386079,132.454504","広島中央","市役所北","地域/直接","Ｕ形交通信号制御機(UD-TTR)","第２３１号","VT-3401","パナソニック株式会社","9N0295","2009年12月","Ｒ５４","広島市中区国泰寺町1丁目4番南西角先"
"10091","34.375344,132.437365","広島中央","舟入南６丁目","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR60","株式会社京三製作所","T17410","2017年1月","市道","広島市中区舟入南6丁目1番北東角先"
"10092","34.377541,132.449388","広島中央","羽衣町","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR70","株式会社京三製作所","T28831","2018年12月","市道","広島市中区羽衣町14番北東角先"
"10093","34.373976,132.506925","広島南","青崎１丁目","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","","コイト電工株式会社","2M4445","2022年12月","県道１６４号（広島海田）","広島市南区青崎1丁目9番1号先"
"10094","34.374032,132.464541","広島南","皆実町","地域/直接","交通信号制御機(UD-TTR)","第1012号","S3：TSC-3152","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","190915","2020年2月","Ｒ４８７","広島市南区皆実町6丁目1番1号先"
"10095","34.369119,132.464794","広島南","県病院入口","地域/直接","交通信号制御機(UD-TTR)","第1012号","","コイト電工株式会社","1M3783","2021年12月","Ｒ４８７","広島市南区宇品御幸1丁目9番10号先"
"10096","34.378748,132.473839","広島南","出汐町","地域/直接","交通信号制御機(UD-TTR)","第1012号","","日本信号株式会社","K0000001","2012年12月","Ｒ２","広島市南区出汐1丁目17番南西角先"
"10097","34.379697,132.486466","広島南","東雲本町","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000001","2012年12月","Ｒ２","広島市南区東雲本町3丁目4番23号先"
"10098","34.375519,132.504876","広島南","仁保橋東詰","地域/直接","交通信号制御機(UD-RTR)","第1012号「版5」","","コイト電工株式会社","3A0148","2023年1月","県道１６４号（広島海田）","広島市南区青崎1丁目2番北西角先"
"10099","34.374994,132.505302","広島南","青崎１丁目２番","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","2M4457","2022年12月","県道１６４号（広島海田）","広島市南区青崎1丁目2番南西角先"
"10100","34.360295,132.462201","広島南","宇品小学校前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TJ9456","2011年8月","市道","広島市南区宇品御幸4丁目3番南西角先"
"10101","34.378988,132.489599","広島南","本浦交番前","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000003","2012年12月","Ｒ２","広島市南区東本浦町1番1号先"
"10102","34.380802,132.467242","広島南","平野橋東","地域/直接","Ｕ形交通信号制御機(UD-RTR)","第２３１号","S1：TSC-2050","住友電気工業株式会社","090845","2009年12月","Ｒ２","広島市南区皆実町1丁目8番北西角先"
"10103","34.374562,132.461918","広島南","御幸橋東詰","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T39616","2018年12月","県道２４３号（広島港）","広島市南区皆実町6丁目6番30号先"
"10104","34.380121,132.469467","広島南","産業会館前","地域/直接","Ｕ形交通信号制御機(S9-TCU)","第２３１号","S1：TSC-2050","住友電気工業株式会社","090846","2009年12月","Ｒ２","広島市南区比治山本町12番18号先"
"10105","34.374683,132.515222","広島南","堀越２丁目","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","","コイト電工株式会社","2M4446","2022年12月","県道１６４号（広島海田）","広島市南区堀越2丁目4番南西角先"
"10106","34.367331,132.459384","広島南","出島入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","2L3571","2022年11月","市道","広島市南区宇品西1丁目7番南西角先"
"10107","34.378335,132.475122","広島南","出汐町東","地域/連動","ＵＣ形交通信号制御機","第２３２号","VT-3405P","パナソニック株式会社","7N0236","2007年12月","Ｒ２","広島市南区出汐2丁目2番北西角先"
"10108","34.471509,132.458992","安佐南","すみれが丘団地入口","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000008","2015年2月","県道３８号（広島豊平）","広島市安佐南区安東1丁目2番13号先"
"10109","34.377874,132.476642","広島南","出汐２丁目北東角","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000001","2012年12月","Ｒ２","広島市南区出汐2丁目1番15号先"
"10110","34.374696,132.493122","広島南","仁保小学校西門","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","2H1589","2012年8月","市道","広島市南区仁保新町2丁目7番北西角先"
"10111","34.377621,132.466061","広島南","皆実町２丁目電停","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000003","2019年11月","Ｒ４８７","広島市南区皆実町1丁目10番南東角先"
"10112","34.408379,132.466404","広島中央","心行寺前","地域/連動","灯器連動","灯器連動","","日本信号株式会社","K0000001","2018年10月","県道３７号（広島三次）","広島市中区白島九軒町5番10号先"
"10113","34.408929,132.466504","広島中央","牛田大橋南詰","地域/直接","交通信号制御機(S9-TCU)","第1012号","","日本信号株式会社","K0000001","2018年10月","県道３７号（広島三次）","広島市中区白島九軒町4番7号先"
"10114","34.388087,132.471835","広島南","比治山町","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR70","株式会社京三製作所","T28770","2018年12月","県道３７号（広島三次）","広島市南区比治山町4番14号先"
"10115","34.390819,132.462612","広島中央","新天地交番前","地域/直接","ＵＣ形交通信号制御機(S9-TCU)","第２３２号","Ⅹ３","パナソニック株式会社","0A0586","2010年1月","市道","広島市中区新天地6番9号先"
"10116","34.403427,132.469362","広島東","にぎつ神社前","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000001","2013年12月","県道８４号（東海田広島）","広島市東区二葉の里1丁目4番15号先"
"10117","34.40318,132.468612","広島南","常葉橋東詰","地域/直接","交通信号制御機(UD-TTR)","第1012号","","日本信号株式会社","K0000001","2013年12月","県道３７号（広島三次）","広島市南区大須賀町20番6号先"
"10118","34.385453,132.416503","広島西","庚午電話局前","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR61","株式会社京三製作所","T18655","2017年1月","Ｒ２","広島市西区庚午中1丁目7番北角先"
"10119","34.386296,132.417357","広島西","庚午中２丁目１番","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR61","株式会社京三製作所","T18670","2017年1月","Ｒ２","広島市西区庚午中2丁目1番3号先"
"10120","34.388078,132.437508","広島西","観音本町東","地域/直接","Ｕ形交通信号制御機(S9-TCU)","第２３１号","S1：TSC-2050","住友電気工業株式会社","090832","2009年12月","Ｒ２","広島市西区観音本町1丁目12番13号先"
"10121","34.395019,132.433735","広島西","福島町電停西","地域/直接","交通信号制御機(S9-TCU)","第1012号","","コイト電工株式会社","4A0356","2014年1月","市道","広島市西区福島町2丁目4番1号北東方45メートル先"
"10122","34.391386,132.456336","広島中央","袋町","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR30","株式会社京三製作所","TL3612","2011年11月","Ｒ５４","広島市中区袋町5番南西角先"
"10123","34.382691,132.456196","広島中央","国泰寺（南）","地域/直接","ＵＣ形交通信号制御機(UD-TTR)","第２３２号","S2：TSC-2350","住友電気工業株式会社","100576","2011年1月","市道","広島市中区国泰寺町2丁目5番南東角先"
